,uid,quality,engagement,outcome,capacity,participation,score,rank
25,735,0.0,0.0,50.64321430498044,40.95630775963144,3.1505400000000003,14.912686706052254,26.0
26,10575,43.34363,2.58686,0.0,47.57333,1.3217170000000003,14.50158016,27.0
27,1762,36.735816,1.31583,15.519233278894326,17.146822759631444,8.867277879815722,14.262164607705156,28.0
28,1088,46.37639,2.58686,0.0,10.0,14.447046161938179,14.21376952534269,29.0
29,3310,42.945666,1.31583,0.0,35.79527,6.273905356476176,14.098144979813329,30.0
30,2561,36.735816,1.31583,0.0,30.51055,12.295996495365104,14.032391098702227,31.0
31,7043,34.24288,3.7742199999999997,0.0,53.177385,1.4531115000000001,13.857688619999998,32.0
32,16171,34.24288,3.7742199999999997,0.0,52.753915,0.3950995,13.510628859999999,33.0
33,6180,34.29372,1.31583,0.0,30.93401,11.799057000000001,13.50448596,34.0
34,9255,34.24288,3.7742199999999997,0.0,51.762010000000004,0.3950995,13.391600259999999,35.0
35,2272,34.24288,3.7742199999999997,0.0,50.05991,0.3950995,13.187348259999998,36.0
36,7525,43.67263,3.7742199999999997,0.0,5.173077759631443,13.395815588385327,13.138483895903665,37.0
37,2923,34.24288,3.7742199999999997,0.0,49.625465000000005,0.3950995,13.13521486,38.0
38,1219,37.42664,4.84922,0.0,42.132310000000004,0.525945,13.1037498,39.0
39,6797,55.72136,6.6072500000000005,0.0,0.0,4.848691416568315,12.973218396639126,40.0
40,7559,36.912906,4.84922,0.0,31.640227759631443,4.6666847063719015,12.911634928939904,41.0
41,5256,34.24288,3.7742199999999997,0.0,46.518125000000005,0.3950995,12.762334059999999,42.0
42,16232,33.735816,1.31583,0.0,26.48890775963144,10.870508055457243,12.6106572666838,43.0
43,3363,30.91388,3.7742199999999997,0.0,24.84922,9.779773871506794,12.190554284021902,44.0
44,4456,54.12647,2.58686,0.0,0.0,6.434021916568315,12.165137136639128,45.0
45,4499,54.12647,2.58686,0.0,0.0,6.434021916568315,12.165137136639128,45.0
46,6996,54.12647,2.58686,0.0,0.0,6.434021916568315,12.165137136639128,45.0
47,10816,42.945666,3.9022300000000003,0.0010586600000000001,5.173077759631443,9.383157122940217,11.914998964379032,48.0
48,947,40.16654,2.58686,0.0,21.4566,5.113194416568315,11.857310036639129,49.0
49,9541,27.483156,1.31583,0.0,54.43555,0.1319445,11.831977740000001,50.0
50,1016,27.483156,1.31583,0.0,54.29082,0.1319445,11.81461014,51.0
51,16346,0.0,0.0,50.64321430498044,19.86069,1.0580120000000002,11.79530473489648,52.0
52,6805,27.483156,1.31583,0.0,38.289575,6.406124356476175,11.651231099813328,53.0
53,2942,36.735816,1.31583,0.0,30.51055,3.667100439907861,11.6163002031742,54.0
54,16989,46.6793,4.84922,0.0,0.0,7.223314416568314,11.588614836639128,55.0
55,2670,49.70539,3.7742199999999997,0.0,0.0,6.038647916568315,11.543604416639127,56.0
56,9962,0.0,0.0,0.0,45.45067,21.695476636393813,11.528813858190269,57.0
57,3517,27.483156,1.31583,0.0,49.61053,0.525945,11.36329548,58.0
58,10449,27.483156,1.31583,0.0,35.300155000000004,6.141960856476175,11.21853491981333,59.0
59,8668,39.912906,1.31583,0.0,10.0,8.992204736291896,11.21793960616173,60.0
60,3515,34.24288,4.84922,0.0,23.289575,3.5670382590732075,11.121050912540497,61.0
61,6781,36.735816,1.31583,0.0,15.173077759631443,8.296383458054276,11.072002779410969,62.0
62,17308,27.483156,1.31583,0.0,47.54126,0.1319445,11.004662940000001,63.0
63,8511,35.66654,2.58686,0.0,32.26858,0.263705,10.9868906,64.0
64,10062,33.25266,1.31583,0.0,27.28934,4.960822379815721,10.965029066348402,65.0
65,5622,0.0,0.0,0.0,35.18181275963144,23.782227389850377,10.880841200313878,66.0
66,10484,40.16654,5.173260000000001,0.0005293300000000001,0.0,8.493242296384036,10.84976272238753,67.0
67,17002,30.91388,2.58686,0.0,37.843154999999996,0.263705,10.800360799999998,68.0
68,663,43.34363,2.58686,0.0,12.58686,2.9816383798157218,10.7679817463484,69.0
69,9533,46.67263,3.7742199999999997,0.0,0.0,4.980635916568315,10.701464256639127,70.0
70,835,36.735816,1.31583,0.0,16.60725,6.273905352651665,10.677809578742465,71.0
71,2440,36.735816,1.31583,0.0,10.0,8.992204736291896,10.64606340616173,72.0
72,9812,39.912906,1.31583,0.0,19.86069,2.7184833798157215,10.644580426348401,73.0
73,764,0.0,0.0,0.0,50.033137759631444,16.147436654116717,10.525258794308455,74.0
74,17352,27.483156,1.31583,0.0,43.42126775963145,0.1319445,10.510263871155775,75.0
75,1116,0.0,0.0,0.0,22.5,27.88516781157194,10.507846987240143,76.0
76,10227,37.16654,2.58686,0.0,19.933172759631443,2.8502438798157215,10.500872617504173,77.0
77,10501,43.37639,2.58686,0.0,10.0,3.083820206371902,10.492066257784133,78.0
78,8347,29.41388,2.58686,0.0,10.0,11.781887269219979,10.414273235381595,79.0
79,10248,39.912906,1.31583,0.0,0.0,10.123739502755939,10.334769340771663,80.0
80,8745,27.483156,1.31583,0.0,41.324130000000004,0.1319445,10.258607340000001,81.0
81,6126,0.0,0.0,0.0,38.84270775963144,19.937820319723585,10.243714620678375,82.0
82,9034,39.912906,1.31583,0.0,5.173077759631443,7.567174796384036,10.239700554143305,83.0
83,4514,27.483156,1.31583,0.0,15.173077759631443,10.895866421815843,10.13437920926421,84.0
84,10495,43.34363,2.58686,0.0,0.0,5.906703416568314,10.076576756639128,85.0
85,17014,0.0,0.0,0.0,46.26051275963145,15.988616866971231,10.028074253907718,86.0
86,9126,40.16654,2.58686,0.0,5.173077759631443,5.509118416568315,10.0141460877949,87.0
87,9937,37.16654,2.58686,0.0,20.0,1.055394,10.00633392,88.0
88,4123,0.0,0.0,0.0,34.56317,20.889565239660957,9.996658667105068,89.0
89,5929,0.0,0.0,0.0,39.78934,18.614302206371903,9.986725417784132,90.0
90,8688,30.91388,2.58686,0.0,10.0,8.992204736291896,9.90316212616173,91.0
91,6424,39.34463,4.84922,0.0,0.0,5.508293916568315,9.788168496639129,92.0
92,6544,46.67263,3.7742199999999997,0.0,0.0,1.5855420000000002,9.75083796,93.0
93,10573,27.483156,2.58686,0.0,10.0,10.254675502755939,9.639123620771665,94.0
94,5606,36.735816,1.31583,0.0,21.640227759631443,0.0,9.525073411155773,95.0
95,723,40.16654,2.58686,0.0,0.0,5.906703416568314,9.50470055663913,96.0
96,10012,39.912906,1.31583,0.0,5.173077759631443,4.848691416568315,9.478525207794902,97.0
97,9045,39.912906,1.31583,0.0,5.173077759631443,4.848691416568315,9.478525207794902,97.0
98,3599,39.912906,1.31583,0.0,5.173077759631443,4.848691416568315,9.478525207794902,97.0
99,6362,36.735816,1.31583,0.0,0.0,8.860444236291897,9.409170466161731,100.0
100,2746,36.735816,1.31583,0.0,20.0,0.1319445,9.36519054,101.0
101,0,39.912906,1.31583,0.0,15.173077759631443,0.1319445,9.357836071155774,102.0
102,2163,43.49554,3.7742199999999997,0.0,5.173077759631443,0.0,9.355779331155773,103.0
103,10813,27.483156,1.31583,0.0,10.0,10.256023502755937,9.334453860771664,104.0
104,6604,36.735816,1.31583,0.0,15.173077759631443,2.0809044399078607,9.331668654329974,105.0
105,1511,35.66654,2.58686,0.0,15.66133,1.4252139399078607,9.319243103174202,106.0
106,7054,27.483156,1.31583,0.0,10.0,9.991520502755938,9.260393020771662,107.0
107,9390,45.777876,1.31583,0.0,5.173077759631443,0.1319445,9.213530671155773,108.0
108,477,40.16654,2.58686,0.0,0.0,4.848691416568315,9.208457196639127,109.0
109,6936,43.49554,3.7742199999999997,0.0,0.0,1.5577724399078607,9.1711862831742,110.0
110,1549,30.735816,1.31583,0.0,10.0,7.567174796384036,9.16705502298753,111.0
111,2641,36.735816,1.31583,0.0,15.173077759631443,1.4252139399078607,9.148075314329974,112.0
112,2172,27.483156,1.31583,0.0,10.0,9.387974236291896,9.091400066161732,113.0
113,6670,30.91388,2.58686,0.0,23.542125,0.263705,9.084237199999999,114.0
114,2063,39.912906,1.31583,0.0,0.0,5.639926416568315,9.079301676639128,115.0
115,17394,27.483156,1.31583,0.0,10.0,9.124947236291897,9.017752506161731,116.0
116,1544,27.483156,1.31583,0.0,10.0,9.124947236291897,9.017752506161731,116.0
117,5593,36.735816,1.31583,0.0,0.0,7.435230296384036,9.01011056298753,118.0
118,3950,36.735816,1.31583,0.0,5.173077759631443,5.1123964165683145,8.980486407794901,119.0
119,5294,27.483156,1.31583,0.0,24.84922,2.5865388798157216,8.968904566348403,120.0
120,16364,27.483156,1.31583,0.0,10.0,8.860444236291897,8.943691666161731,121.0
121,2292,27.483156,1.31583,0.0,10.0,8.860444236291897,8.943691666161731,121.0
122,9343,27.483156,1.31583,0.0,10.0,8.860444236291897,8.943691666161731,121.0
123,9068,27.483156,1.31583,0.0,10.0,8.860444236291897,8.943691666161731,121.0
124,705,36.735816,1.31583,0.0,10.0,2.820793206371902,8.91806817778413,125.0
125,9674,0.0,0.0,0.0,46.835832759631444,11.777262409181445,8.917933405726577,126.0
126,5210,27.483156,1.31583,0.0,0.0,13.049353372685712,8.916586224351999,127.0
127,17072,0.0,0.0,0.0,37.75993775963144,15.599418552498733,8.899029725855417,128.0
128,6524,39.912906,1.31583,0.0,0.0,4.980635916568315,8.894700336639128,129.0
129,4356,36.735816,1.31583,0.0,10.0,2.556290206371902,8.84400733778413,130.0
130,8640,0.0,0.0,0.0,29.71459,18.82146,8.8357596,131.0
131,6799,39.912906,1.31583,0.0,10.0,0.39592400000000005,8.810980999999998,132.0
132,6256,36.735816,1.31583,0.0,15.173077759631443,0.1319445,8.785959871155773,133.0
133,2438,36.735816,1.31583,0.0,15.173077759631443,0.0,8.749015411155773,134.0
134,16917,39.912906,1.31583,0.0,10.0,0.1319445,8.73706674,135.0
135,9649,39.912906,1.31583,0.0,10.0,0.1319445,8.73706674,135.0
136,10217,39.912906,1.31583,0.0,10.0,0.1319445,8.73706674,135.0
137,8761,39.912906,1.31583,0.0,10.0,0.1319445,8.73706674,135.0
138,8652,0.0,0.0,0.0,60.79527,4.848691416568315,8.653065996639128,139.0
139,8094,27.483156,1.31583,0.0,27.369425,0.1319445,8.584042740000001,140.0
140,6240,36.735816,1.31583,0.0,0.0,5.906703416568314,8.582123036639128,141.0
141,16182,27.483156,1.31583,0.0,10.0,7.567174796384036,8.58157622298753,142.0
142,5215,27.483156,1.31583,0.0,21.31583,2.556564706371902,8.536504997784133,143.0
143,16731,27.483156,1.31583,0.0,10.0,7.404981622940216,8.536162134423261,144.0
144,2553,36.735816,1.31583,0.0,10.0,1.4252139399078607,8.5273059831742,145.0
145,5175,33.25266,1.31583,0.0,10.0,3.644550879815722,8.521752246348402,146.0
146,2386,27.483156,1.31583,0.0,10.0,7.273037122940217,8.499217674423262,147.0
147,10629,36.735816,1.31583,0.0,10.0,1.3217170000000003,8.498326839999999,148.0
148,7321,27.483156,1.31583,0.0,5.79527,8.992204736291896,8.476017006161731,149.0
149,16878,0.0,0.0,0.0,0.0,30.102708396285248,8.42875835095987,150.0
150,6623,0.0,0.0,0.0,0.0,30.047624387007023,8.413334828361966,151.0
151,2566,27.483156,1.31583,0.0,15.173077759631443,4.731148501665679,8.408258191622163,152.0
152,9773,36.735816,1.31583,0.0,11.973745000000001,0.0,8.365095479999999,153.0
153,7854,39.912906,1.31583,0.0,0.0,2.9525537063719023,8.326837317784133,154.0
154,511,36.735816,1.31583,0.0,0.0,4.980635916568315,8.322824136639127,155.0
155,4431,0.0,0.0,0.0,55.0,6.14852,8.3215856,156.0
156,8624,36.735816,1.31583,0.0,0.0,4.848691416568315,8.285879676639127,157.0
157,6232,36.735816,1.31583,0.0,0.0,4.848691416568315,8.285879676639127,157.0
158,3822,36.735816,1.31583,0.0,0.0,4.848691416568315,8.285879676639127,157.0
159,2271,0.0,0.0,0.0,0.0,29.470262635928147,8.251673538059881,160.0
160,1779,0.0,0.0,0.0,0.0,29.470262635928147,8.251673538059881,160.0
161,3109,36.42975,1.31583,0.0,5.173077759631443,2.5865388798157216,8.218154417504174,162.0
162,7717,33.912906,3.9022300000000003,0.0005293300000000001,0.0,4.17378,8.2096119594,163.0
163,2446,36.735816,1.31583,0.0,10.0,0.263705,8.202083479999999,164.0
164,9080,36.735816,1.31583,0.0,10.0,0.1319445,8.16519054,165.0
165,2542,36.735816,1.31583,0.0,10.0,0.1319445,8.16519054,165.0
166,2864,36.735816,1.31583,0.0,10.0,0.1319445,8.16519054,165.0
167,8897,36.735816,1.31583,0.0,10.0,0.1319445,8.16519054,165.0
168,5119,36.735816,1.31583,0.0,10.0,0.1319445,8.16519054,165.0
169,3158,36.735816,1.31583,0.0,10.0,0.1319445,8.16519054,165.0
170,4520,36.735816,1.31583,0.0,10.0,0.1319445,8.16519054,165.0
171,3378,36.735816,1.31583,0.0,10.0,0.1319445,8.16519054,165.0
172,9582,30.91388,4.84922,0.0,0.0,5.0697648197235825,8.147845349522603,173.0
173,10324,0.0,0.0,0.0,0.0,29.057973136391542,8.136232478189633,174.0
174,512,36.735816,1.31583,0.0,10.0,0.0,8.128246079999998,175.0
175,3053,0.0,0.0,0.0,30.968347759631445,15.566629292559526,8.07485793307244,176.0
176,2691,36.735816,1.31583,0.0,0.0,4.057698636393815,8.064401698190267,177.0
177,1652,0.0,0.0,0.0,64.73368275963145,1.0580120000000002,8.064285291155773,178.0
178,3027,0.0,0.0,0.0,67.17861500000001,0.0,8.061433800000001,179.0
179,8993,0.0,0.0,0.0,52.27383,6.141960856476175,7.992608639813328,180.0
180,3131,0.0,0.0,0.0,0.0,28.435552259070935,7.961954632539863,181.0
181,9211,0.0,0.0,0.0,0.0,28.435552259070935,7.961954632539863,181.0
182,9849,0.0,0.0,0.0,0.0,28.435552259070935,7.961954632539863,181.0
183,930,0.0,0.0,0.0,38.46265275963144,11.849014146279764,7.933242292114107,184.0
184,4850,32.43075,1.31583,0.0,0.0,6.280464500000001,7.9118642600000015,185.0
185,7933,27.483156,1.31583,0.0,10.0,5.142829086187623,7.902759424132535,186.0
186,3283,27.483156,1.31583,0.0,21.973745,0.0,7.89961668,187.0
187,908,27.483156,1.31583,0.0,0.0,8.860444236291897,7.743691666161732,188.0
188,2149,27.483156,1.31583,0.0,0.0,8.860444236291897,7.743691666161732,188.0
189,2845,0.0,0.0,0.0,0.0,27.55656470636963,7.715838117783497,190.0
190,6400,0.0,0.0,0.0,40.298947759631446,10.244747052498733,7.704402905855419,191.0
191,7503,24.735816,2.58686,0.0,10.0,5.097234,7.7005188,192.0
192,4648,27.483156,1.31583,0.0,0.0,8.625186796384035,7.67781958298753,193.0
193,3296,27.483156,1.31583,0.0,10.0,4.276255819723582,7.660118909522604,194.0
194,16769,0.0,0.0,0.0,63.69394775963144,0.0,7.643273731155773,195.0
195,9760,33.735816,1.31583,0.0,10.0,0.1319445,7.625190539999999,196.0
196,3282,33.735816,1.31583,0.0,10.0,0.1319445,7.625190539999999,196.0
197,4934,27.483156,3.7742199999999997,0.0,0.0,6.273905356476176,7.60947437981333,198.0
198,2715,33.735816,1.31583,0.0,10.0,0.0,7.588246079999999,199.0
199,10858,39.912906,1.31583,0.0,0.0,0.1319445,7.537066739999999,200.0
200,1104,30.91388,2.58686,0.0,10.0,0.263705,7.4591822,201.0
201,900,30.91388,2.58686,0.0,10.0,0.263705,7.4591822,201.0
202,9400,0.0,0.0,0.0,0.0,26.42548843990559,7.399136763173566,203.0
203,9707,0.0,0.0,0.0,0.0,26.42548843990559,7.399136763173566,203.0
204,1024,0.0,0.0,0.0,0.0,26.42548843990559,7.399136763173566,203.0
205,9132,0.0,0.0,0.0,0.0,26.42548843990559,7.399136763173566,203.0
206,917,0.0,0.0,0.0,0.0,26.42548843990559,7.399136763173566,203.0
207,5824,27.483156,1.31583,0.0,0.0,7.567174796384036,7.381576222987531,208.0
208,9525,27.483156,1.31583,0.0,0.0,7.567174796384036,7.381576222987531,208.0
209,16198,0.0,0.0,0.0,22.5,16.55697443990786,7.335952843174201,210.0
210,2389,27.483156,1.31583,0.0,16.60725,0.1319445,7.29258174,211.0
211,3603,27.483156,3.7742199999999997,0.0,10.0,0.7852950000000001,7.27266348,212.0
212,893,0.0,0.0,0.0,34.488175,11.171604982475143,7.26663039509304,213.0
213,5688,0.0,0.0,0.0,22.5,16.29326943990786,7.262115443174201,214.0
214,3694,0.0,0.0,0.0,41.432465,8.152024675641522,7.254462709179625,215.0
215,6302,0.0,0.0,0.0,36.10708775963144,10.420073412743804,7.250471086724038,216.0
216,4774,27.483156,1.31583,0.0,10.0,2.7184833798157215,7.223942626348403,217.0
217,3338,27.483156,1.31583,0.0,10.0,2.7184833798157215,7.223942626348403,217.0
218,3612,0.0,0.0,0.0,35.17307775963144,10.549028018146416,7.17449717623677,219.0
219,7867,0.0,0.0,0.0,22.5,15.913455,7.1557674,220.0
220,889,27.483156,1.31583,0.0,15.173077759631443,0.1319445,7.1204810711557736,221.0
221,9756,27.483156,1.31583,0.0,15.173077759631443,0.1319445,7.1204810711557736,221.0
222,4490,0.0,0.0,0.0,30.022297759631442,12.458023671817012,7.090922359264536,223.0
223,2027,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
224,10444,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
225,6631,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
226,16277,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
227,9879,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
228,10407,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
229,7187,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
230,2788,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
231,9334,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
232,17181,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
233,9907,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
234,763,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
235,3189,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
236,9670,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
237,1580,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
238,1437,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
239,1860,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
240,10544,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
241,10520,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
242,5650,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
243,5856,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
244,2546,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
245,16667,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
246,3146,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
247,5248,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
248,16872,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
249,9292,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
250,1816,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
251,5847,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
252,1617,0.0,0.0,0.0,0.0,25.13221899999773,7.037021319999365,224.0
253,16932,0.0,0.0,0.0,12.5,19.72854719898107,7.023993215714699,254.0
254,10690,0.0,0.0,0.0,22.5,15.0,6.9,255.0
255,1099,0.0,0.0,0.0,22.5,15.0,6.9,255.0
256,10703,0.0,0.0,0.0,42.85204,6.2741798564761755,6.899015159813329,257.0
257,9464,0.0,0.0,0.0,42.85204,6.141960856476175,6.86199383981333,258.0
258,4531,27.483156,1.31583,0.0,10.0,1.425488439907861,6.861904043174201,259.0
259,2625,27.483156,1.31583,0.0,10.0,1.425488439907861,6.861904043174201,259.0
260,3034,27.483156,1.31583,0.0,10.0,1.4252139399078607,6.861827183174201,261.0
261,0,27.483156,1.31583,0.0,10.0,1.4252139399078607,6.861827183174201,261.0
262,2947,27.483156,1.31583,0.0,10.0,1.4252139399078607,6.861827183174201,261.0
263,2870,27.483156,1.31583,0.0,10.0,1.2932694399078608,6.824882723174202,264.0
264,7752,0.0,0.0,0.0,42.84873,5.906703416568314,6.7957245566391284,265.0
265,9190,30.91388,3.7742199999999997,0.0,0.0,1.0403850000000001,6.761619,266.0
266,1618,0.0,0.0,0.0,40.51055,6.141960856476175,6.5810150398133285,267.0
267,7069,0.0,0.0,0.0,31.780327759631444,9.859576002755938,6.574320611927437,268.0
268,3509,27.483156,1.31583,0.0,10.0,0.39644750000000006,6.573772580000001,269.0
269,9218,27.483156,1.31583,0.0,10.0,0.26450300000000004,6.536828120000001,270.0
270,494,27.483156,1.31583,0.0,10.0,0.263705,6.536604680000001,271.0
271,6417,0.0,0.0,15.519233278894326,30.968347759631445,0.0,6.509663721356752,272.0
272,2991,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
273,9240,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
274,10237,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
275,8109,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
276,1023,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
277,1387,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
278,4487,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
279,10721,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
280,2075,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
281,2887,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
282,1481,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
283,9671,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
284,2568,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
285,3442,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
286,915,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
287,9530,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
288,4826,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
289,2673,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
290,1447,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
291,9540,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
292,2806,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
293,5616,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
294,16976,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
295,2086,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
296,9709,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
297,5598,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
298,5489,27.483156,1.31583,0.0,10.0,0.1319445,6.49971174,273.0
299,8644,27.483156,1.31583,0.0,10.0,0.0,6.4627672800000004,300.0
300,10190,27.483156,1.31583,0.0,10.0,0.0,6.4627672800000004,300.0
301,3521,27.483156,1.31583,0.0,10.0,0.0,6.4627672800000004,300.0
302,17436,27.483156,1.31583,0.0,10.0,0.0,6.4627672800000004,300.0
303,16908,27.483156,1.31583,0.0,10.0,0.0,6.4627672800000004,300.0
304,8956,0.0,0.0,0.0,53.540324999999996,0.0,6.4248389999999995,305.0
305,1110,0.0,0.0,0.0,12.5,17.424345706371902,6.3788167977841335,306.0
306,5969,0.0,0.0,0.0,40.02229775963144,5.599268439907861,6.370470894329975,307.0
307,2595,0.0,0.0,0.0,20.022297759631442,14.047099419899672,6.335863568727682,308.0
308,9940,0.0,0.0,20.336002974030116,22.26858,0.0,6.332710135325421,309.0
309,7539,0.0,0.0,0.0,44.62612,3.4355522590732077,6.3170890325404985,310.0
310,10949,0.0,0.0,0.0,23.798095,12.334344000000002,6.309387720000001,311.0
311,10086,0.0,0.0,0.0,35.747965,7.162567319723583,6.295274649522604,312.0
312,2666,0.0,0.0,0.0,52.129180000000005,0.0,6.2555016000000006,313.0
313,10598,0.0,0.0,0.0,49.0674,1.0580120000000002,6.18433136,314.0
314,10913,0.0,0.0,24.873782942806276,12.58686,0.5482066777024825,6.141201999461824,315.0
315,3070,0.0,0.0,0.0,25.173077759631443,11.050475958054276,6.114902599410971,316.0
316,1530,0.0,0.0,0.0,40.96834775963144,4.17378,6.084860131155772,317.0
317,3218,0.0,0.0,0.0,36.03952,6.141960856476175,6.04449143981333,318.0
318,6333,27.483156,1.31583,0.0,0.0,2.688050706371902,6.015421477784133,319.0
319,10552,0.0,0.0,0.0,35.68362775963144,6.141960856476175,6.0017843709691014,320.0
320,9294,0.0,0.0,0.0,49.247930000000004,0.263705,5.983589,321.0
321,4455,0.0,0.0,0.0,35.17307775963144,6.2807390000000005,5.979376251155773,322.0
322,9410,0.0,0.0,0.0,48.88029,0.0,5.8656348000000005,323.0
323,17076,24.0,1.31583,0.0,10.0,0.0,5.8357992,324.0
